Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/NorthernIreland/16810/2018	EPI1310082	2018-05-21	Europe	United Kingdom	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	13.00	2018.39	2018-05-21
A/Wellington/5/2018	EPI1388489	2018-06-27	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	6.00	0.06	12.00	2018.49	2018-06-27
A/Guangdong-Chancheng/SWL1854/2018	EPI1339351	2018-10-16	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	13.00	2018.79	2018-10-16
A/Wellington/20/2018	EPI1283214	2018-07-30	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	13.00	2018.58	2018-07-30
A/Fujian-Changting/SWL36/2018	EPI1351356	2018-12-18	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	16.00	2018.96	2018-12-18
A/Hainan-Wenchang/SWL1776/2018	EPI1339456	2018-09-13	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	12.00	2018.70	2018-09-13
A/Fujian-Sanyuan/SWL2709/2018	EPI1339471	2018-08-28	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	12.00	2018.66	2018-08-28
A/Fujian-Sanyuan/SWL2680/2018	EPI1339507	2018-08-15	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	12.00	2018.62	2018-08-16
A/Victoria/2102/2018	EPI1355222	2018-10-08	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	13.00	2018.77	2018-10-08
A/Guangdong-Haizhu/SWL1682/2018	EPI1339474	2018-08-28	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	13.00	2018.66	2018-08-28
A/Zhejiang-Haishu/SWL11341/2018	EPI1339495	2018-08-25	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	12.00	2018.65	2018-08-25
A/Fukui/13/2019	EPI1413482	2019-01-28	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	13.00	2019.08	2019-01-28
A/Shenzhen/2019-14156/2018	EPI1380859	2018-11-26	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	12.00	2018.90	2018-11-26
A/Xinjiang-Tianshan/SWL1860/2018	EPI1339123	2018-10-19	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	6.00	0.07	13.00	2018.80	2018-10-19
A/Oman/959/2018	EPI1246005	2018-02-05	West Asia	Oman	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	6.00	0.16	12.00	2018.10	2018-02-05
A/Uganda/6675/2018	EPI1267165	2018-04-24	Africa	Uganda	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	12.00	2018.31	2018-04-24
A/Kazakhstan/395/2018	EPI1239042	2018-03-04	West Asia	Kazakhstan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.15	12.00	2018.18	2018-03-05
A/Madagascar/745/2018	EPI1282099	2018-03-06	Africa	Madagascar	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.15	11.00	2018.18	2018-03-06
A/Fujian-Siming/SWL1706/2018	EPI1339504	2018-09-02	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	14.00	2018.67	2018-09-03
A/Uganda/6108/2018	EPI1267189	2018-05-06	Africa	Uganda	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	11.00	2018.35	2018-05-07
A/Shenzhen/2019-14177/2018	EPI1380916	2018-08-07	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2018.60	2018-08-07
A/Fujian-Pinghe/SWL34/2018	EPI1353119	2018-11-22	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	13.00	2018.89	2018-11-22
A/England/212/2018	EPI1203789	2018-02-06	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.20	11.00	2018.10	2018-02-06
A/Kazakhstan/581/2018	EPI1246427	2018-02-17	West Asia	Kazakhstan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.18	11.00	2018.13	2018-02-17
A/HongKong/1096/2018	EPI1266637	2018-06-12	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2018.45	2018-06-12
A/HongKong/1107/2018	EPI1266589	2018-06-11	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2018.44	2018-06-11
A/Hunan-Yueyanglou/SWL1362/2018	EPI1340758	2018-05-08	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	12.00	2018.35	2018-05-08
A/Kazakhstan/17/2018	EPI1210992	2018-01-07	West Asia	Kazakhstan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.24	11.00	2018.02	2018-01-08
A/SouthAfrica/R09505/2018	EPI1316259	2018-06-20	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	13.00	2018.47	2018-06-21
A/Maldives/369/2018	EPI1326119	2018-05-17	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	11.00	2018.38	2018-05-17
A/Maldives/940/2018	EPI1316195	2018-06-04	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	11.00	2018.43	2018-06-05
A/Dagestan/602/2018	EPI1274858	2018-04-17	West Asia	Russia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	11.00	2018.30	2018-04-18
A/SouthAfrica/R10079/2018	EPI1316305	2018-07-03	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	11.00	2018.50	2018-07-03
A/Yokohama/90/2018	EPI1267668	2018-05-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	11.00	2018.39	2018-05-21
A/Brunei/7/2018	EPI1328771	2018-02-14	Southeast Asia	Brunei	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.21	11.00	2018.13	2018-XX-XX
A/Brunei/2/2018	EPI1328759	2018-02-14	Southeast Asia	Brunei	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.21	12.00	2018.13	2018-XX-XX
A/Canterbury/1/2018	EPI1281577	2018-04-14	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.14	11.00	2018.28	2018-04-14
A/Malaysia/RP2313/2018	EPI1359418	2018-05-31	Southeast Asia	Malaysia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	15.00	2018.41	2018-05-31
A/Malaysia/RP1647/2018	EPI1359415	2018-03-26	Southeast Asia	Malaysia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.17	12.00	2018.24	2018-03-27
A/Tasmania/505/2018	EPI1324551	2018-10-17	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	11.00	2018.80	2018-10-18
A/NorthWestAuckland/2/2018	EPI1283211	2018-07-23	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	11.00	2018.56	2018-07-24
A/Sydney/134/2018	EPI1297240	2018-09-02	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2018.67	2018-09-03
A/Perth/1002/2018	EPI1283169	2018-06-26	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	11.00	2018.48	2018-06-26
A/Oman/3647/2018	EPI1319782	2018-07-15	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	12.00	2018.54	2018-07-16
A/Victoria/906/2018	EPI1324548	2018-09-24	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	11.00	2018.73	2018-09-24
A/Philippines/21/2018	EPI1297216	2018-06-24	Southeast Asia	Philippines	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	16.00	2018.48	2018-06-25
A/Philippines/76/2018	EPI1420276	2018-12-26	Southeast Asia	Philippines	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	11.00	2018.99	2018-12-27
A/Philippines/6/2019	EPI1420267	2019-01-21	Southeast Asia	Philippines	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	11.00	2019.06	2019-01-21
A/Philippines/13/2019	EPI1420273	2019-01-03	Southeast Asia	Philippines	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	11.00	2019.01	2019-01-03
A/Kanagawa/AC1809/2018	EPI1342298	2018-12-17	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	12.00	2018.96	2018-12-17
A/Fukushima/35/2018	EPI1326944	2018-09-26	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	11.00	2018.74	2018-09-26
A/Aomori/50/2018	EPI1342266	2018-11-06	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2018.85	2018-11-06
A/Perth/2/2019	EPI1359739	2019-01-13	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	11.00	2019.04	2019-01-13
A/Santiago/78470/2018	EPI1393609	2018-09-09	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	11.00	2018.69	2018-09-10
A/Santiago/73418/2018	EPI1392709	2018-08-26	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	11.00	2018.65	2018-08-27
A/Macedonia/243/2018	EPI1238986	2018-01-29	Europe	Macedonia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.13	11.00	2018.08	2018-01-30
A/Macedonia/283/2018	EPI1227777	2018-02-06	Europe	Macedonia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	11.00	2018.10	2018-02-06
A/Jamaica/136/2018	EPI1282268	2018-04-27	North America	Jamaica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	11.00	2018.32	2018-04-27
A/Jamaica/2005/2018	EPI1282388	2018-07-12	North America	Jamaica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.29	6b1.A	0.00	0.00	0.03	6.00	0.06	13.00	2018.53	2018-07-12
A/Brisbane/59/2018	EPI1255765	2018-05-10	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	12.00	2018.36	2018-05-10
A/Fiji/24/2018	EPI1269276	2018-04-02	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	11.00	2018.25	2018-04-03
A/Fiji/5/2018	EPI1269274	2018-03-11	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.13	11.00	2018.19	2018-03-12
A/Dnipro/412/2018	EPI1258967	2018-04-12	South Asia	Bangladesh	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	12.00	2018.28	2018-04-12
A/Dnipro/413/2018	EPI1256977	2018-04-16	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	14.00	2018.29	2018-04-16
A/Dnipro/414/2018	EPI1258969	2018-04-17	South Asia	Bangladesh	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	13.00	2018.29	2018-04-17
A/Bahrain/285/2018	EPI1259393	2018-03-29	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.20	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	12.00	2018.24	2018-03-29
A/Yamanashi/18090/2018	EPI1246586	2018-02-02	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.20	0.26	6b1.A	0.00	0.00	0.00	5.00	0.17	11.00	2018.09	2018-02-03
A/Moscow/121/2018	EPI1280191	2018-04-02	West Asia	Russia	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	0.20	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	12.00	2018.25	2018-04-02
A/Bahrain/211/2018	EPI1259440	2018-03-08	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.20	0.26	6b1.A	0.00	0.00	0.00	5.00	0.14	11.00	2018.18	2018-03-08
A/Fukui/26/2018	EPI1267652	2018-04-10	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	13.00	2018.28	2018-04-11
A/Sydney/31/2018	EPI1269281	2018-03-22	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	11.00	2018.22	2018-03-22
A/SouthAustralia/272/2017	EPI1179365	2017-12-13	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.24	11.00	2017.95	2017-12-13
A/Fiji/14/2018	EPI1255901	2018-03-26	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	11.00	2018.23	2018-03-26
A/Fiji/16/2018	EPI1255771	2018-03-22	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	11.00	2018.22	2018-03-22
A/Singapore/TT0822/2018	EPI1365932	2018-09-13	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	13.00	2018.70	2018-09-13
A/Shenzhen/2019-14178/2018	EPI1380919	2018-09-13	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.08	13.00	2018.70	2018-09-13
A/Bangladesh/254/2018	EPI1313693	2018-02-06	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.27	13.00	2018.10	2018-02-07
A/Bangladesh/253/2018	EPI1313701	2018-02-06	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.27	13.00	2018.10	2018-02-07
A/Bangladesh/285/2018	EPI1333165	2018-02-08	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.28	13.00	2018.11	2018-02-08
A/SouthAustralia/240/2018	EPI1359557	2018-12-17	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-6	0.00	0.00	0.00	6.00	0.06	14.00	2018.96	2018-12-17
A/Sydney/1034/2018	EPI1328786	2018-10-01	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-6	0.00	0.00	0.00	6.00	0.08	12.00	2018.75	2018-10-02
A/Bangladesh/256/2018	EPI1313827	2018-03-07	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.27	12.00	2018.18	2018-03-07
A/Kuwait/8785/2018	EPI1357568	2018-10-12	West Asia	Kuwait	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.08	13.00	2018.78	2018-10-12
A/Bangladesh/507/2018	EPI1313975	2018-06-23	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.19	12.00	2018.48	2018-06-24
A/Bangladesh/1489/2018	EPI1350595	2018-08-28	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.14	12.00	2018.66	2018-08-28
A/Colorado/19/2019	EPI1408474	2019-03-04	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.05	13.00	2019.17	2019-03-04
A/Singapore/TT0998/2018	EPI1365942	2018-11-21	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.18	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.09	13.00	2018.89	2018-11-21
A/Oman/5940/2018	EPI1328953	2018-11-11	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.18	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.09	12.00	2018.86	2018-11-11
A/Lebanon/715/2018	EPI1349509	2018-12-17	West Asia	Lebanon	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.36	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.08	12.00	2018.96	2018-12-17
A/Bahrain/658/2018	EPI1363622	2018-12-04	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.36	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.08	12.00	2018.93	2018-12-05
A/Bangladesh/301/2018	EPI1333125	2018-08-25	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.13	13.00	2018.65	2018-08-26
A/Heilongjiang-Yichun/SWL149/2019	EPI1353197	2019-01-07	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.07	12.00	2019.02	2019-01-08
A/Bangladesh/1496/2018	EPI1351114	2018-09-08	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	6.00	0.14	13.00	2018.69	2018-09-08
A/SouthDakota/18/2019	EPI1408079	2019-03-11	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.29	6b1.A/183P-6	0.00	0.00	0.03	6.00	0.06	13.00	2019.19	2019-03-12
A/Bangladesh/9009/2018	EPI1332938	2018-09-17	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.13	12.00	2018.71	2018-09-18
A/Jiangsu-Liangxi/SWL12100/2018	EPI1353056	2018-12-30	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.08	12.00	2019.00	2018-12-31
A/Bangladesh/237/2018	EPI1333141	2018-09-17	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.14	13.00	2018.71	2018-09-18
A/Saskatchewan/RV3936/2018	EPI1338259	2018-10-01	North America	Canada	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.13	13.00	2018.75	2018-10-01
A/Bangladesh/1466/2018	EPI1312590	2018-07-20	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.20	12.00	2018.55	2018-07-21
A/Bangladesh/218/2018	EPI1333173	2018-08-03	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.19	12.00	2018.59	2018-08-04
A/Valladolid/559/2018	EPI1393541	2018-09-24	Europe	Spain	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.14	12.00	2018.73	2018-09-24
A/Santiago/106364/2018	EPI1363362	2018-12-17	South America	Chile	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A/183P-6	0.00	0.00	0.00	5.00	0.08	12.00	2018.96	2018-12-17
